pair,time,type,ordertype,price,cost,fee,vol
XXLMZEUR,2021-03-24 22:25:32,buy,limit,0.3,49.8,0.07968,166
SCEUR,2021-03-25 12:36:55,buy,limit,0.015,45,0.072,3000
SCEUR,2021-03-26 21:55:12,sell,limit,0.018,45,0.072,2500
DOTEUR,2021-03-31 11:28:03,sell,limit,31,74.4,0.11904,2.4
XETHZEUR,2021-03-31 18:49:11,sell,limit,1610,96.6,0.15456,0.06
FILEUR,2021-03-31 22:22:58,sell,limit,165,49.5,0.0792,0.3
EOSEUR,2021-04-01 17:14:13,sell,limit,4.5,90,0.144,20
FILEUR,2021-04-01 17:53:07,buy,limit,150,75,0.12,0.5
XXLMZEUR,2021-04-01 21:01:56,sell,limit,0.36,75.24,0.120384,209
DASHEUR,2021-04-02 10:06:35,sell,limit,205,73.8,0.11808,0.36
BATEUR,2021-04-02 14:39:45,sell,limit,1.08,43.2,0.06912,40
AAVEEUR,2021-04-02 15:33:37,sell,limit,350,73.5,0.1176,0.21
XXRPZEUR,2021-04-02 16:28:37,sell,limit,0.51,70.89,0.113424,139
EOSEUR,2021-04-03 00:03:49,sell,limit,5.4,86.4,0.13824,16
DOTEUR,2021-04-03 01:20:46,sell,limit,37.5,56.25,0.09,1.5
XXMRZEUR,2021-04-04 14:59:35,sell,limit,230,46,0.0736,0.2
BCHEUR,2021-04-05 12:34:19,sell,limit,525,94.5,0.1512,0.18
XXRPZEUR,2021-04-05 14:40:35,sell,limit,0.62,46.5,0.0744,75
XTZEUR,2021-04-05 16:09:07,sell,limit,4.6,73.6,0.11776,16
XXLMZEUR,2021-04-05 16:36:00,sell,limit,0.43,92.40184,0.14784294,214.888
XTZEUR,2021-04-06 10:38:39,sell,limit,5.5,55,0.088,10
XLTCZEUR,2021-04-06 12:08:31,sell,limit,200,50,0.08,0.25
DASHEUR,2021-04-07 05:55:35,sell,limit,245,53.9,0.08624,0.22
FILEUR,2021-04-07 09:11:51,buy,limit,120,60,0.096,0.5
DASHEUR,2021-04-07 11:32:37,buy,limit,210,4.409423,0.007055,0.02099725
DASHEUR,2021-04-07 11:32:39,buy,limit,210,69.090578,0.110545,0.32900275
AAVEEUR,2021-04-07 11:33:24,buy,limit,290,72.5,0.116,0.25
